category,rating,label,text_
Clothing_Shoes_and_Jewelry_5,5.0,OR,I gave these to my son for Christmas. They are just what he wanted and fit well. can't go wrong with Levi's.
Clothing_Shoes_and_Jewelry_5,5.0,OR,Carefully packed.  Beautiful piece that looks ten times more expensive than the price paid. Plenty of capacity for larger watches.
Books_5,5.0,CG,Another great Reacher novel and one of the best re-readers I've read in a long time.  Great story and I look forward to the next one.This is a great book. It is well written and very entertaining.I can't imagine what to say
Home_and_Kitchen_5,3.0,OR,"like someone else mentioned, this doesn't work with headphones....was on a long haul flight;  thank goodness i had my iPhone earbuds. yes,the designers of this pillow would to well to make a loop on one end of the pillow so it can be secured around the neck with those drawstrings."
Electronics_5,5.0,CG,"This is the second copy of this item.  The first one was for my computer and the second copy was for a phone.  I took the third one and the fourth one and now it's a little smaller.  I'm glad I did.  I'm happy I did.  I'm not a fan of the sound quality of the speakers on these computers.  They are very loud and the speakers are not as loud as they sound.  It's very annoying.  I have to get my computer speakers to work, and I'm not sure how long I'll have to wait.  They work great.  The sound quality is not great, but it's ok.  I would definitely recommend this to anyone.This is a great camera for the price.  I was able to find some great reviews for it, but I haven't found any good ones.  I recommend this camera to anyone who is looking for a great camera for the price.I have a Nikon D7000 and it's about $300 cheaper than this.  The only reason I give it 5 stars is that the lens is a bit wide open, so you can see your subject better without the ability to see where you are looking.  I had a little trouble getting it to open, but after a few minutes it was just a little bit wider.  I am very happy with the camera and would buy again.  The quality is good.I've had this for 2 months now.  It works great, but I'm not sure if it's because I have it plugged in and connected to a different router.  I haven't tried to switch to the router,"
Clothing_Shoes_and_Jewelry_5,5.0,OR,These Keens are very comfortable. The color goes well with everything.
Electronics_5,5.0,CG,"Little pricey for just a few bucks, but it is worth it.

The only downside is that it's very small"
Kindle_Store_5,5.0,CG,I love how the girl who has the most trouble in the world becomes one of the most powerful.
Kindle_Store_5,4.0,OR,"Wow this is a scorching hot short story, and so true how many times have I talked to others in the book club about this kind of stuff. Amazing can't wait to read the next book."
Home_and_Kitchen_5,4.0,OR,Works great for RV and outdoor use. A bit tough to wash due to their shape.
Kindle_Store_5,3.0,CG,"I received a copy of this book in exchange for an honest review.

The first book in the series, the Bride of the Bride, is the first of the three in the series. It is told from the perspective of a young woman. This book is a great introduction to the story. It is a quick read and will make you feel the emotions of the characters.

The main characters, Cara and Ethan, are on a journey with a group of people who have been close to each other for years. They have been together since they were little. They have a great connection, but have a different way of talking about it. They have a lot of issues, but they are able to overcome them.

This book is about Cara and Ethan. Cara is a single mom, Ethan is a single father who is raising a son in a small town. Cara is a single mom who is dealing with a loss. Ethan is a single father who is dealing with a divorce and a lot of guilt. Cara and Ethan have a connection that is going to be hard for them to forget.

This is a great book. I enjoyed the story and the characters. I would recommend this book to anyone who enjoys"
Home_and_Kitchen_5,1.0,CG,I returned this steamer after hearing it was defective and decided to purchase another one for the same price. I had a similar model before and used it a couple of times and it was still working well.
Home_and_Kitchen_5,5.0,CG,So comfortable!! I feel like it will be a long time before it becomes my go to pillow.
Books_5,5.0,OR,"So I had been behind on this series.  Then I binged all of them over last summer.  So when this book came out - I was way more than ready.  Charley and Reyes, omg, right?  I'm really late on this review, but here I am.  Better late than never!

I'm terribly sad that this series is winding down.  I heard there is one more book, but I don't know.  I am hoping there is.  But even then, I don't think it would be enough.

The series in general involves all of the things that I love.  Supernatural things, a badass woman, and a sexy dark man.  And the humor is top notch.

I don't want to give spoilers away, but the big secrets just keep coming out.  I don't know how Charley and Reyes will get through everything.  And this book in particular had some really heartbreaking things happen.  Let's just say at the end, there were tears.  Big fat sloppy tears and I feel like a big part of the heart of it all in this world Darynda Jones created will be forever bruised.  And then, as per I've become accustomed, the story ends with a BANG! and I'm frantic to read the next one.

If you've made it to the 12th book in this series, there's nothing I need to tell you.  You know Darynda Jones can create a world and make it revolve like nobodies business.  If you haven't gotten to this book, then you definitely need to."
